id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Bcell|Bcell	Bcell|HighPseudotime_tumour	Bcell|LowPseudotime_tumour	Bcell|MidPseudotime_tumour	Bcell|Myeloid	Bcell|Stromal	Bcell|Tcell	HighPseudotime_tumour|Bcell	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|Stromal	HighPseudotime_tumour|Tcell	LowPseudotime_tumour|Bcell	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|Stromal	LowPseudotime_tumour|Tcell	MidPseudotime_tumour|Bcell	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|Stromal	MidPseudotime_tumour|Tcell	Myeloid|Bcell	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|Stromal	Myeloid|Tcell	Stromal|Bcell	Stromal|HighPseudotime_tumour	Stromal|LowPseudotime_tumour	Stromal|MidPseudotime_tumour	Stromal|Myeloid	Stromal|Stromal	Stromal|Tcell	Tcell|Bcell	Tcell|HighPseudotime_tumour	Tcell|LowPseudotime_tumour	Tcell|MidPseudotime_tumour	Tcell|Myeloid	Tcell|Stromal	Tcell|Tcell
CPI-SC0E60FEE99	TGFB1_aVb6 complex	simple:P01137	complex:aVb6 complex	TGFB1		True	False	False	curated	True	0.184				1.185						1.104	1.199																			1.207	1.234	1.328												1.144	1.171	1.266			
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.184									0.579			0.62	1.21			0.562			0.603	1.193			0.683			0.723	1.313																						
CPI-SS03722104E	HGF_CD44	simple:P14210	simple:P16070	HGF	CD44	True	False	True	IMEx,InnateDB-All,IntAct	False	0.184																															3.373	3.542	3.684		4.228		3.479	3.567	3.736	3.878		4.422							
CPI-SC01833C7FC	PLA2G2A_a4b1 complex	simple:P14555	complex:a4b1 complex	PLA2G2A		True	False	False	curated	True	0.184								1.192				1.32		1.65								1.028				1.156		1.486								1.22				1.348		1.678							
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	COPA	P2RY6	True	False	True	IMEx,IntAct	False	0.184					3.34					3.066		4.07	3.136	3.096					3.542							3.733							3.239														3.121		
CPI-SS0735F5C3A	TIMP1_FGFR2	simple:P01033	simple:P21802	TIMP1	FGFR2	True	False	True	InnateDB-All	False	0.184									2.187		1.999					2.33		2.142					2.148							2.726		2.538					3.151		2.963										
CPI-CS046B3C139	ACVR_1A2A receptor_BMP7	complex:ACVR_1A2A receptor	simple:P18075		BMP7	True	True	False	curated	False	0.184									1.03	1.092	1.062												0.907	0.969	0.94												1.12	1.182	1.152										
CPI-CS05EAF93CC	BMPR1A_BMPR2_BMP7	complex:BMPR1A_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.184									0.879	0.941	0.911					0.866	0.928	0.899					0.917	0.979	0.949																								
CPI-CS0D35E69F6	BMR1A_ACR2A_BMP7	complex:BMR1A_ACR2A	simple:P18075		BMP7	True	True	False	curated	False	0.184									0.879	0.941	0.911					0.866	0.928	0.899					0.917	0.979	0.949																								
CPI-CS02957B1BF	BMR1B_AVR2A_BMP4	complex:BMR1B_AVR2A	simple:P12644		BMP4	True	True	False	curated	False	0.184									0.803							0.902	0.785						1.053	0.936	0.782		0.955										1.007	0.89											
CPI-CS08CC8F9D3	ACVR1_BMPR2_BMP7	complex:ACVR1_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.184									1.03	1.092	1.062												0.907	0.969	0.94												1.12	1.182	1.152										
CPI-SS085EE60B1	TGFB1_TGFBR3	simple:P01137	simple:Q03167	TGFB1	TGFBR3	True	False	True	curated	False	0.184		0.445							0.459					0.468																0.589				0.637	0.598									0.526				0.574	0.535
CPI-SC0EC572716	COL4A5_a1b1 complex	simple:P29400	complex:a1b1 complex	COL4A5		True	False	False	curated	True	0.204											0.451		0.74	0.618				0.488	0.477	0.777	0.655						0.675	0.553													0.643								
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	True	False	True	curated	False	0.204		1.88		1.667	1.579	1.753																																						2.491	1.868	2.278	2.19	2.364	1.391
CPI-SS09F973C1A	EPHA2_EFNA4	simple:P29317	simple:P52798	EPHA2	EFNA4	True	True	False	curated	False	0.204									1.204	0.992	1.127					0.946		0.869					1.033		0.956					0.962							0.985		0.908										
CPI-SS03098AC28	ERBB4_HBEGF	simple:Q15303	simple:Q99075	ERBB4	HBEGF	True	True	True	curated	False	0.204									1.404		1.305	1.492				1.634		1.534	1.722	1.444			1.545		1.446	1.633																							
CPI-SS0E4B1484B	ICOSLG_ICOS	simple:O75144	simple:Q9Y6W8	ICOSLG	ICOS	True	False	True	curated	False	0.204	1.028	1.129			0.973		2.258							1.724							1.425							1.566							1.919							1.516							1.808
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		INHBA	True	True	False	curated	False	0.204									0.74			0.781	1.371			0.789			0.83	1.42			0.683			0.723	1.313							1.146															
CPI-SC063BC3DDE	ICAM2_aLb2 complex	simple:P13598	complex:aLb2 complex	ICAM2		False	False	False	curated	True	0.204	1.181				1.396		2.065																						1.006				1.222		1.891							1.632	1.069				1.285		1.954
CPI-CS04DD927C9	ACVR_1A2B receptor_INHBA	complex:ACVR_1A2B receptor	simple:P08476		INHBA	True	True	False	curated	False	0.204									0.579			0.62	1.21			0.562			0.603	1.193			0.711			0.752	1.342														1.175								
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	TNC		True	False	False	curated	True	0.204								1.336	0.773			1.464		1.794								0.935				1.063		1.393								1.098				1.226		1.556							
CPI-SS03B8E2D7A	TNF_ICOS	simple:P01375	simple:Q9Y6W8	TNF	ICOS	True	False	True	InnateDB-All	False	0.204	1.469	1.57			1.414		2.699		1.398					2.526							1.618							1.972							2.514														2.116
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	PLXNB2	SEMA4C	False	True	True	curated	False	0.204									1.357	1.467	1.276	1.325	1.251				1.153						1.223	1.334	1.142	1.191																							
CPI-SS08D0F9109	EFNB2_EPHB4	simple:P52799	simple:P54760	EFNB2	EPHB4	False	True	True	curated	False	0.204		0.9							1.282	1.035	1.056					0.902							1.102	0.855	0.877					0.86							0.988												
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		IL7	True	True	False	curated	False	0.204																													1.549	1.341			1.367	1.489	1.422								1.849	1.642			1.667	1.789	1.722
CPI-SC09C0B5D08	COL4A5_a2b1 complex	simple:P29400	complex:a2b1 complex	COL4A5		True	False	False	curated	True	0.204									0.947	1.114	1.219					0.984	1.151	1.256						1.049	1.154													1.016	1.121										
CPI-SS0241A1F57	NRP2_SEMA3C	simple:O60462	simple:Q99985	NRP2	SEMA3C	True	True	False	curated	False	0.204									1.786		1.797																			2.429	1.881	2.439		2.061			2.199	1.651	2.209		1.831								
CPI-SS073B0CE7A	ACKR2_CCL3L1	simple:O00590	simple:P16619	ACKR2	CCL3L1	True	True	False	I2D	False	0.204								1.116	0.854			2.472		1.312												2.213		1.054					2.019			1.049				2.404		1.245							
CPI-SS073B0CE7A	ACKR2_CCL3L3	simple:O00590	simple:P16619	ACKR2	CCL3L3	True	True	False	I2D	False	0.204								1.116	0.854			2.472		1.312												2.213		1.054					2.019			1.049				2.404		1.245							
CPI-SC09C06C70F	COL21A1_a1b1 complex	simple:Q96P44	complex:a1b1 complex	COL21A1		True	False	False	curated	True	0.204													0.651	0.528		0.66		0.736	0.725	1.025	0.903				0.519		0.809	0.686																					
CPI-SC0CA7B34A5	COL5A2_a2b1 complex	simple:P05997	complex:a2b1 complex	COL5A2		True	False	False	curated	True	0.204									0.786	0.953	1.058																				0.859	0.964					2.129	2.296	2.401		1.952	1.628							
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.204									4.485	4.171	4.391					4.189		4.095					4.216	3.902	4.121					4.071		3.977																	
CPI-SS0D0252D87	AXL_IL15RA	simple:P30530	simple:Q13261	AXL	IL15RA	True	True	True	I2D	False	0.204						0.988							1.073																	3.059			3.227	3.548	3.064		2.064			2.232	2.553	2.068							
CPI-SS08330207B	BTLA_TNFRSF14	simple:Q7Z6A9	simple:Q92956	BTLA	TNFRSF14	False	True	True	guidetopharmacology.org	False	0.204					1.331		0.922																										1.27										1.311	1.217	1.044	1.097	1.83	1.384	1.421
CPI-SC0D7F33CFB	COL27A1_a1b1 complex	simple:Q8IZC6	complex:a1b1 complex	COL27A1		True	False	False	curated	True	0.204													0.673	0.551		0.44		0.516	0.506	0.806	0.684						0.662	0.54													0.617								
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	curated	False	0.204		1.583		1.019	1.436		1.237		0.976			0.83																		0.837														1.309			1.162		0.963
CPI-CS08109C435	BMPR1B_BMPR2_BMP7	complex:BMPR1B_BMPR2	simple:P18075		BMP7	True	True	False	curated	False	0.204										0.76						0.796	0.858	0.828					0.947	1.009	0.979												0.901	0.963	0.933										
CPI-SC0F590482E	COL9A2_a1b1 complex	simple:Q14055	complex:a1b1 complex	COL9A2		True	False	False	curated	True	0.204													0.687	0.565		0.481		0.557	0.546	0.846	0.724						0.713	0.591													0.596								
CPI-CS0DF85303A	BMR1B_AVR2A_BMP7	complex:BMR1B_AVR2A	simple:P18075		BMP7	True	True	False	curated	False	0.204										0.76						0.796	0.858	0.828					0.947	1.009	0.979												0.901	0.963	0.933										
CPI-SC02AE206BE	COL6A3_a1b1 complex	simple:P12111	complex:a1b1 complex	COL6A3		True	False	False	curated	True	0.204						0.516							0.501																					0.589			1.827		1.903	1.893	2.193	2.071						0.721	0.599
CPI-SC062C5C6C2	PLA2G2A_a5b1 complex	simple:P14555	complex:a5b1 complex	PLA2G2A		True	False	False	curated	True	0.204									0.803			1.387	1.324	0.965												1.223	1.161	0.801												1.415	1.353	0.993							
CPI-SS004C23DCE	EREG_EGFR	simple:O14944	simple:P00533	EREG	EGFR	True	False	True	curated	False	0.204									1.722	1.347	1.645	1.177	1.438	1.188									1.043		0.967					1.327		1.251																	
CPI-SC0E3784FFB	LAMC1_a2b1 complex	simple:P11047	complex:a2b1 complex	LAMC1		True	False	False	curated	True	0.204									1.489	1.656	1.761							1.234					1.319	1.486	1.591												1.485	1.651	1.756										
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	TNF	RIPK1	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.204	1.736	2.213	1.892	1.839			1.85		2.04	1.72	1.666			1.677																2.027																			
CPI-CS0107C51C6	BMPR1B_BMPR2_BMP4	complex:BMPR1B_BMPR2	simple:P12644		BMP4	True	True	False	curated	False	0.204									0.803							0.902	0.785						1.053	0.936	0.782		0.955										1.007	0.89			0.909								
CPI-SS05B4EB419	EFNA3_EPHA4	simple:P52797	simple:P54764	EFNA3	EPHA4	False	False	True	curated	False	0.204								0.64	0.627			0.712		0.685					0.644			0.651	0.637			0.723	0.759	0.695																					
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	FN1		True	False	False	curated	True	0.204										1.423	1.467																			3.009	3.072	3.115		3.021			3.044	3.107	3.15		3.056								
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.204																													4.375	4.703	4.15	4.716	4.617	4.572	4.139									3.409		3.422	3.323		
CPI-SS0B2D5BA95	WNT5A_FZD1	simple:P41221	simple:Q9UP38	WNT5A	FZD1	True	False	True	curated	False	0.204													0.729			0.679	0.817	0.741		1.05				0.58			0.813							0.814				0.689			0.922								
CPI-SC0ED0520DD	LAMA3_a3b1 complex	simple:Q16787	complex:a3b1 complex	LAMA3		True	False	False	curated	True	0.204									0.711	0.774	0.817					0.665	0.729	0.772					0.757	0.82	0.863		0.769																						
CPI-SS02D7A1DDE	KIT_KITLG	simple:P10721	simple:P21583	KIT	KITLG	True	True	False	curated	False	0.204										1.55	1.23					1.481	1.855	1.535		1.518			1.211	1.585	1.265													1.533											
CPI-SS082900482	GPR37L1_PSAP	simple:O60883	simple:P07602	GPR37L1	PSAP	True	True	False	guidetopharmacology.org	False	0.204									2.624	2.457	2.692	3.19				2.575		2.643	3.14				2.584		2.652	3.149																							
CPI-SS0CBC7840D	PTPRC_CD22	simple:P08575	simple:P20273	PTPRC	CD22	False	False	True	curated	False	0.204	6.509	4.244					4.247	3.738							3.523							3.391							5.142														6.353	4.089					4.091
CPI-SS06CCF5A54	ANXA1_FPR3	simple:P04083	simple:P25089	ANXA1	FPR3	True	False	True	guidetopharmacology.org	False	0.204												3.754	2.442						2.173							2.878							4.342	3.03						4.411	3.099						3.917	2.604	
CPI-CS073233FCC	ACVR_1A2A receptor_INHBB	complex:ACVR_1A2A receptor	simple:P09529		INHBB	True	True	False	curated	False	0.204									1.022	1.133	1.215							0.893					0.9	1.011	1.092												1.112	1.223	1.305										
CPI-SS082AD7B6A	FZD6_WNT5A	simple:O60353	simple:P41221	FZD6	WNT5A	True	True	False	curated	False	0.224										1.219	0.982		1.09				1.182	0.945		1.053			1.068	1.389	1.152	1.152	1.261																						
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		BMPR1A	False	True	True	curated	False	0.224									0.924		0.962					1.023	1.01	1.061					1.174	1.161	1.212												1.127	1.115	1.166										
CPI-SS03105D292	CSF1_SLC7A1	simple:P09603	simple:P30825	CSF1	SLC7A1	True	False	True	I2D	False	0.224																													1.135	0.957		1.123				1.47	1.292	1.184	1.458		1.14	1.237	1.002			0.99			
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.224	1.363				1.894		2.332							1.444														1.343	1.569				2.1		2.538								1.843				2.374		2.811
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	LAMC1		True	False	False	curated	True	0.224									1.695	1.38	1.721					1.167		1.193					1.524	1.21	1.55												1.69	1.376	1.716										
CPI-SS033CB0BB2	CXADR_FAM3C	simple:P78310	simple:Q92520	CXADR	FAM3C	True	True	False	IMEx,IntAct	False	0.224								3.845	3.453	3.048	3.09				2.727							3.806	3.413	3.008	3.05		2.804									3.062													
CPI-SS05B1FA8A8	LRP6_CKLF	simple:O75581	simple:Q9UBR5	LRP6	CKLF	True	True	False	IMEx,IntAct	False	0.224									2.773	2.586			3.127	3.236		2.712				3.066	3.175		2.751	2.563			3.105	3.214																					
CPI-SC0B4D7E0FF	FN1_a4b7 complex	simple:P02751	complex:a4b7 complex	FN1		True	False	False	curated	True	0.224								1.691				1.702		1.597															3.34	2.975			3.351		3.245	3.375	3.01			3.386		3.281							
CPI-SS0AFE077D8	ACKR2_CCL4	simple:O00590	simple:P13236	ACKR2	CCL4	True	True	False	curated	False	0.224								1.708				3.915		2.654								1.449				3.656		2.395					3.462		2.201	1.64				3.847		2.586							
CPI-SS04318D03E	ACKR2_CCL3	simple:O00590	simple:P10147	ACKR2	CCL3	True	True	False	curated	False	0.224								1.808				3.827		2.228								1.549				3.569		1.969					3.375		1.775	1.74				3.76		2.16							
CPI-SC054484F7B	COL3A1_a2b1 complex	simple:P02461	complex:a2b1 complex	COL3A1		True	False	False	curated	True	0.224				0.924							0.92													0.798	0.903						0.944	1.049					3.043	3.21	3.315		2.865	2.542							
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	0.224						0.74	0.651						0.788	0.699													0.554	0.465					0.561	0.899	0.81													0.681	0.592
CPI-SC09FDA4F45	COL6A1_a1b1 complex	simple:P12109	complex:a1b1 complex	COL6A1		True	False	False	curated	True	0.224											0.514		0.803	0.681						0.617							0.634	0.512									1.655		1.731	1.721	2.021	1.899							
CPI-SS060B82BBC	JAG1_NOTCH2	simple:P78504	simple:Q04721	JAG1	NOTCH2	False	False	True	curated	False	0.224									1.498	1.363	1.42					1.277							1.436	1.301	1.358					1.415		1.337					1.485		1.407										
CPI-SS0D5C54214	LTA_RIPK1	simple:P01374	simple:Q13546	LTA	RIPK1	True	False	True	IMEx,InnateDB-All,MINT	False	0.224		1.367	1.046	0.993			1.004																																				1.502	1.978	1.657	1.604	1.455	1.324	1.615
CPI-SS08CA619FE	EGFR_GRN	simple:P00533	simple:P28799	EGFR	GRN	True	True	False	InnateDB-All	False	0.224										2.6	2.406	3.92	2.793						3.546					2.523		3.844	2.716						3.376							3.636							3.386		
CPI-SS0B81F1BF5	TNF_SEMA4C	simple:P01375	simple:Q9C0C4	TNF	SEMA4C	True	False	True	InnateDB-All	False	0.224		1.676	1.786	1.594	1.643	1.57			1.503	1.614	1.422	1.471																		1.49	1.601																		
CPI-SS0C10824C7	EGFR_HBEGF	simple:P00533	simple:Q99075	EGFR	HBEGF	True	True	True	curated	False	0.224									1.651		1.552	1.739	1.461			1.276			1.364				1.574		1.475	1.663											1.367			1.455									
CPI-SS0F8EFEECF	TNF_DAG1	simple:P01375	simple:Q14118	TNF	DAG1	True	False	True	InnateDB-All	False	0.224		2.006	1.86	2.114		2.085			1.833	1.688	1.941		1.913																	1.821		1.929		1.9															
CPI-SS034B442CE	TNF_CELSR2	simple:P01375	simple:Q9HCU4	TNF	CELSR2	True	False	True	InnateDB-All	False	0.224		1.784	1.952	1.787		1.817			1.611	1.779	1.614		1.645																	1.599	1.767	1.602																	
CPI-SS0C2437E0D	CXCL13_CXCR5	simple:O43927	simple:P32302	CXCL13	CXCR5	True	False	True	curated	False	0.224	1.98							2.112														1.942							2.034														3.834	2.484	2.422	2.494	2.483	2.265	2.55
CPI-SC04B0064C4	COL18A1_a2b1 complex	simple:P39060	complex:a2b1 complex	COL18A1		True	False	False	curated	True	0.224										1.043	1.148						1.034	1.139					0.929	1.096	1.201							0.999					1.269	1.436	1.541										
CPI-SS0CB863B46	WNT5A_PTPRK	simple:P41221	simple:Q15262	WNT5A	PTPRK	True	False	True	InnateDB-All	False	0.224									2.116		1.644					2.437	1.573	1.965					2.201		1.728					2.201		1.728					2.309		1.837										
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	curated	False	0.224							1.285		1.244			1.422		2.099														1.286		3.099			3.277		3.954					1.569		2.245							1.548
CPI-SS0431D2256	TNFSF9_TNFRSF9	simple:P41273	simple:Q07011	TNFSF9	TNFRSF9	True	False	True	curated	False	0.224	0.838	0.907			1.133		2.144							1.856							1.598							1.668					0.996		2.007							1.583							1.719
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	0.245	2.372				2.579			2.451				2.658																	3.598				3.804		3.025	2.358				2.565			3.325				3.531		2.752
CPI-SS07833475A	FGFR1_FGF7	simple:P11362	simple:P21781	FGFR1	FGF7	True	True	False	I2D	False	0.245						1.847							2.097					1.797	1.97	2.777						1.661	2.468							1.835					2.044	2.218	3.024							1.842	
CPI-SS02B567BC7	PLXNC1_SEMA7A	simple:O60486	simple:O75326	PLXNC1	SEMA7A	False	True	False	curated	False	0.245	0.706				0.621		0.626	0.533							0.537							0.481							1.16				1.075		1.08	0.914				0.829		0.834							
CPI-SS0EF0750A7	HLA-DRB1_OGN	simple:HLADRB1	simple:P20774	HLA-DRB1	OGN	True	True	False	InnateDB-All	False	0.245	4.931	4.876	4.937			5.293																							5.022	4.967	5.028			5.384									3.594	3.539	3.6			3.956	
CPI-SS0F3A089DE	SEMA3E_PLXND1	simple:O15041	simple:Q9Y4D7	SEMA3E	PLXND1	True	False	True	curated	False	0.245									1.21	1.362	1.116	1.693				1.221	1.373	1.128	1.704				1.173	1.325		1.656														1.501									
CPI-SS00B1BEE64	CD2_CD58	simple:P06729	simple:P19256	CD2	CD58	False	True	False	curated	False	0.245												2.213		2.156															2.277				2.554		2.497								5.12	4.626	4.333	4.506	5.397	3.986	5.341
CPI-SC01EA4FF6B	COL1A1_a2b1 complex	simple:P02452	complex:a2b1 complex	COL1A1		True	False	False	curated	True	0.245				0.927						1.009	1.114						0.963	1.068							0.956							1.017					3.033	3.199	3.304		2.855	2.531							
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0.245				1.416							1.376																		2.47	2.97	2.824	3.077		3.049	2.502									1.676	1.531	1.784		1.756	
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	THBS1		False	False	False	curated	True	0.245									1.714	1.777	1.82		1.726										1.812	1.876	1.919		1.824										1.968	2.032	2.075		1.98								
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.245												1.314							1.378							1.345				0.644	0.587		1.61				0.979	0.921	0.885	1.945	0.95						1.477		
CPI-SC007890A1C	CDH1_aEb7 complex	simple:P12830	complex:aEb7 complex	CDH1		False	False	False	curated	True	0.245								3.276	2.966			3.218		3.181	3.121	2.811			3.063		3.027	3.166	2.856			3.108		3.072																					
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	0.245	0.929				1.135			0.882				1.088										0.858				1.065			0.957				1.163			0.863				1.069			0.959				1.165		
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	True	False	True	curated	False	0.245	1.0	0.905			1.519	1.073	1.11																																				1.611	1.517	1.344	1.397	2.13	1.684	1.721
