id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B_cell|B_cell	B_cell|DC	B_cell|EC	B_cell|Fibroblast	B_cell|HighPseudotime_tumour	B_cell|LowPseudotime_tumour	B_cell|Mast	B_cell|MidPseudotime_tumour	B_cell|Myeloid	B_cell|T_cell	DC|B_cell	DC|DC	DC|EC	DC|Fibroblast	DC|HighPseudotime_tumour	DC|LowPseudotime_tumour	DC|Mast	DC|MidPseudotime_tumour	DC|Myeloid	DC|T_cell	EC|B_cell	EC|DC	EC|EC	EC|Fibroblast	EC|HighPseudotime_tumour	EC|LowPseudotime_tumour	EC|Mast	EC|MidPseudotime_tumour	EC|Myeloid	EC|T_cell	Fibroblast|B_cell	Fibroblast|DC	Fibroblast|EC	Fibroblast|Fibroblast	Fibroblast|HighPseudotime_tumour	Fibroblast|LowPseudotime_tumour	Fibroblast|Mast	Fibroblast|MidPseudotime_tumour	Fibroblast|Myeloid	Fibroblast|T_cell	HighPseudotime_tumour|B_cell	HighPseudotime_tumour|DC	HighPseudotime_tumour|EC	HighPseudotime_tumour|Fibroblast	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|Mast	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|T_cell	LowPseudotime_tumour|B_cell	LowPseudotime_tumour|DC	LowPseudotime_tumour|EC	LowPseudotime_tumour|Fibroblast	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|Mast	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|T_cell	Mast|B_cell	Mast|DC	Mast|EC	Mast|Fibroblast	Mast|HighPseudotime_tumour	Mast|LowPseudotime_tumour	Mast|Mast	Mast|MidPseudotime_tumour	Mast|Myeloid	Mast|T_cell	MidPseudotime_tumour|B_cell	MidPseudotime_tumour|DC	MidPseudotime_tumour|EC	MidPseudotime_tumour|Fibroblast	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|Mast	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|T_cell	Myeloid|B_cell	Myeloid|DC	Myeloid|EC	Myeloid|Fibroblast	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|Mast	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|T_cell	T_cell|B_cell	T_cell|DC	T_cell|EC	T_cell|Fibroblast	T_cell|HighPseudotime_tumour	T_cell|LowPseudotime_tumour	T_cell|Mast	T_cell|MidPseudotime_tumour	T_cell|Myeloid	T_cell|T_cell
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	LGALS9	LRP1	True	False	True	InnateDB-All	False	0.19				0.844					0.526			0.408		1.113	0.431				0.795					0.956	0.274				0.638					0.838					0.519																									0.923					0.604													0.58		1.285	0.603				0.966					0.864					0.545	
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.19		0.278	0.538	0.263		0.291	0.477		0.427													0.284	0.545	0.27		0.298	0.483		0.434																																																															0.303	0.563	0.288		0.316	0.502		0.452	0.254
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	LGALS9	DAG1	True	False	True	InnateDB-All	False	0.19				0.178		0.158							0.419	0.447		0.427							0.262	0.291		0.27								0.172		0.152																											0.228	0.257		0.237																	0.59	0.619		0.599							0.169	0.198		0.178				
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	True	False	True	I2D	False	0.19																						0.206	0.147						0.424			0.301	0.242	0.211					0.519													0.211	0.152	0.121					0.429			0.282	0.223	0.192					0.5																							0.231	0.172	0.141					0.449	
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	PLD2	ARF1	False	False	False	guidetopharmacology.org	False	0.2													0.583		0.553	0.626			0.599			0.597	0.62	0.575	0.589	0.662		0.572	0.635	0.561																																																				0.59	0.613	0.568	0.582	0.655		0.566	0.629	0.554										
CPI-SS0F9B3B259	TNFSF13_TNFRSF1A	simple:O75888	simple:P19438	TNFSF13	TNFRSF1A	True	False	True	I2D,InnateDB-All	False	0.2												0.466	0.617	0.654	0.384	0.381		0.345	0.62	0.382																																0.288	0.438	0.476					0.442																							0.51	0.66	0.698	0.428	0.425		0.389	0.664	0.426										
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	0.2				0.819					0.5															1.054					0.736			0.775		1.48	0.798				1.162					1.065					0.746			0.463		1.168	0.486				0.85					0.879					0.56					0.99					0.671					0.831					0.513											
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	MDK	SORL1	True	False	True	InnateDB-All	False	0.2																						0.411				0.356			0.533	0.433		0.838				0.782			0.959	0.859		0.422				0.366			0.544	0.444		0.525				0.47			0.647	0.547									0.358			0.347							0.469	0.369																				
CPI-SS042A6F835	IGF2_IGF2R	simple:P01344	simple:P11717	IGF2	IGF2R	True	False	True	curated	False	0.2																						0.484	0.441	0.474		0.403			0.528			0.494	0.45	0.484		0.413			0.537			0.414	0.37	0.404		0.333			0.457																							0.42	0.377	0.411		0.339			0.464																					
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ALOX5	ALOX5AP	False	False	False	guidetopharmacology.org	False	0.2	0.35	0.828					1.143		0.625	0.674	0.411	0.888					1.203		0.686	0.735																																									0.988	1.466					1.781		1.263	1.313											0.553	1.031					1.346		0.828	0.877										
CPI-SS0579FA162	IGF2_IGF1R	simple:P01344	simple:P08069	IGF2	IGF1R	True	False	True	curated	False	0.2																							0.411	0.461	0.395	0.662		0.398					0.421	0.471	0.405	0.672		0.408					0.341	0.391	0.325	0.591		0.328																									0.348	0.398	0.332	0.598		0.335																						
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	0.2			0.334	0.328									0.385	0.379									0.496	0.489									0.393	0.387									0.311	0.304									0.603	0.597									0.434	0.428									0.324	0.317									0.4	0.393									0.389	0.382						
CPI-SS095E52E66	TNFSF10_TNFRSF10D	simple:P50591	simple:Q9UBN6	TNFSF10	TNFRSF10D	True	False	True	curated	False	0.21												0.26	0.34						0.277			0.521	0.601						0.537			0.245	0.325						0.262													0.273	0.353						0.29			0.459	0.539						0.476				0.223									0.409	0.489						0.426				0.291						0.227	
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.21				0.234					0.314			0.393		0.434					0.513			0.288		0.329					0.408			0.262		0.302					0.381																				0.244			0.312		0.353					0.432													0.447		0.488					0.567			0.292		0.332					0.411	
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	LTBR	LTB	False	True	False	curated	False	0.21											0.792	0.632								0.917	0.819	0.659								0.944	0.877	0.716								1.001	0.763	0.603								0.888	0.788	0.628								0.913											0.728	0.567								0.852	0.878	0.718								1.003										
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.22																								0.685					0.557				1.668	1.863	1.594	1.619	1.602		1.735				0.656	0.851	0.582	0.607	0.59		0.722																									0.66					0.531				0.864	1.06	0.79	0.815	0.798		0.931											
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	True	False	True	InnateDB-All	False	0.22			0.274	0.222									0.543	0.491	0.392	0.392							0.386	0.334	0.236	0.235							0.267	0.215																													0.352	0.3	0.202	0.201																	0.714	0.662	0.564	0.563							0.294	0.241						
CPI-SS00150FB64	HLA-F_LILRB1	simple:P30511	simple:Q8NHL6	HLA-F	LILRB1	True	False	True	curated	False	0.23	0.382	0.534							0.703		0.447	0.6							0.768		0.427	0.58							0.748			0.411							0.579			0.356							0.524												0.404	0.556							0.725										0.491		0.442	0.595							0.763		0.575	0.728							0.896	
CPI-SS05D23BCE8	HLA-DPB1_TNFSF13B	simple:HLADPB1	simple:Q9Y275	HLA-DPB1	TNFSF13B	True	True	False	InnateDB-All	False	0.23		1.366		0.987					1.495			2.274		1.895					2.403			1.012		0.633					1.141			0.561							0.69			0.852							0.981													1.415		1.036					1.544			0.78							0.909			1.969		1.59					2.098			0.871							1.0	
CPI-SS09C52F54E	LGALS9_SORL1	simple:O00182	simple:Q92673	LGALS9	SORL1	True	False	True	InnateDB-All	False	0.23									0.323	0.223		0.47				0.415			0.592	0.492		0.314				0.258			0.435	0.335									0.316	0.216																						0.28				0.224			0.402	0.301												0.642				0.586			0.764	0.664		0.221							0.343	0.243
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	True	False	True	InnateDB-All	False	0.24												0.278	0.279	0.28					0.278			0.538	0.539	0.541					0.539			0.263	0.264	0.266					0.263													0.291	0.292	0.294					0.292			0.476	0.478	0.479					0.477													0.427	0.428	0.43					0.427											
CPI-SS05CE87F88	HLA-G_LILRB1	simple:P17693	simple:Q8NHL6	HLA-G	LILRB1	True	True	True	curated	False	0.24	0.149	0.301							0.469		0.236	0.389							0.557		0.217	0.369							0.537		0.165	0.317							0.485												0.132	0.285							0.453		0.159	0.312							0.48												0.259	0.411							0.579		0.194	0.346							0.514	
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	curated	False	0.24		0.36	0.511	0.548					0.515			0.351	0.502	0.54					0.506																																																															0.484	0.635	0.673	0.402	0.4		0.364	0.639	0.401		0.436	0.587	0.625	0.354	0.352		0.316	0.591	0.353
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	SIRPA	CD47	False	True	True	curated	False	0.25											0.429	0.483		0.307	0.274		0.297		0.478	0.458	0.37	0.424							0.419	0.399	0.339	0.393							0.389	0.368																																									0.647	0.701	0.478	0.525	0.492	0.465	0.515	0.458	0.696	0.676										
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	COPA	P2RY6	True	False	True	IMEx,IntAct	False	0.25		0.337							0.243			0.431	0.25						0.337			0.394	0.213						0.3			0.499	0.318						0.405			0.356							0.262			0.455	0.275						0.361			0.333							0.239			0.34							0.247			0.463	0.282						0.369			0.348							0.254	
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	0.26		0.206					0.201		0.365			0.475					0.47		0.635	0.416		0.319					0.314		0.478	0.259		0.2					0.195		0.359																							0.285					0.28		0.444	0.225												0.647					0.642		0.806	0.587		0.226					0.221		0.385	0.166
CPI-SC0E9C058EB	PLAUR_a4b1 complex	simple:Q03405	complex:a4b1 complex	PLAUR		True	True	False	curated	True	0.26											0.574	0.6					0.519		0.56	0.667	0.264	0.29								0.357	0.438	0.464					0.383		0.424	0.531											0.258	0.285								0.351	0.386	0.412					0.331		0.372	0.479											0.91	0.936					0.855		0.896	1.003										
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	NAMPT	P2RY6	True	False	True	IMEx,IntAct	False	0.26		0.293							0.199			0.524	0.343						0.43			0.443	0.263						0.349			0.314							0.22			0.361	0.18						0.267			0.425	0.244						0.331			0.305							0.211			0.356	0.176						0.262			0.697	0.516						0.603			0.32							0.226	
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	TNFSF13	TNFRSF14	True	False	True	I2D,InnateDB-All	False	0.26											0.485	0.493	0.461	0.368	0.317	0.411	0.558	0.324	0.563	0.549																															0.307	0.315	0.283				0.38		0.385	0.371																					0.529	0.537	0.505	0.412	0.361	0.455	0.602	0.367	0.607	0.593										
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	True	False	True	IMEx,InnateDB-All,MINT	False	0.29						0.316			0.315			1.022	1.018	1.046		1.07			1.069			0.483	0.48	0.508		0.532			0.531			0.468	0.465	0.493		0.517			0.516							0.312			0.311			0.346	0.342	0.37		0.394			0.394																							1.161	1.158	1.186		1.21			1.209											
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	PLXNB2	SEMA4D	False	True	True	curated	False	0.29											0.297	0.301					0.432		0.357	0.425	0.212	0.216					0.347		0.272	0.34	0.274	0.279					0.409		0.334	0.403							0.286		0.211	0.28							0.316		0.241	0.31																	0.292		0.217	0.286	0.308	0.312					0.443		0.368	0.436										
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	COPA	SORT1	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.32						0.205						0.25	0.247	0.275		0.299			0.298			0.213	0.21	0.238		0.262			0.261			0.318	0.314	0.342		0.366			0.366							0.224			0.223			0.275	0.271	0.299		0.323			0.322																	0.208			0.208			0.282	0.279	0.307		0.331			0.33							0.216			0.215	
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	TNFRSF10B	TNFSF10	True	True	False	curated	False	0.33												0.295	0.556	0.28		0.308	0.494		0.444	0.246		0.324	0.584	0.309		0.337	0.522		0.473	0.274		0.267	0.528	0.252		0.281	0.466		0.416													0.262	0.523	0.247		0.276	0.461		0.411																							0.305	0.566	0.29		0.319	0.504		0.454	0.256										
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.34				0.376										0.467							0.491	0.402	0.462	0.574	0.408	0.395			0.395	0.404	0.568	0.48	0.54	0.651	0.486	0.473			0.473	0.482	0.389			0.472										0.44							0.416			0.499										0.434							0.608	0.519	0.579	0.691	0.525	0.512			0.512	0.521	0.389			0.473						
CPI-SS0D4C221B8	ICAM1_AREG	simple:P05362	simple:P15514	ICAM1	AREG	True	True	False	InnateDB-All	False	0.36	0.182	0.278				0.15	0.334		0.161	0.175	0.372	0.467				0.34	0.523		0.351	0.365	0.289	0.384				0.257	0.44		0.268	0.282	0.199	0.294				0.167	0.35		0.178	0.192																					0.214	0.309				0.182	0.366		0.193	0.207											0.398	0.493				0.366	0.549		0.376	0.391										
CPI-SS061A7E099	CD55_ADGRE5	simple:P08174	simple:P48960	CD55	ADGRE5	True	True	True	curated	False	0.36	0.375	0.43		0.32			0.46		0.494	0.552	0.447	0.502		0.392			0.533		0.566	0.624							0.348		0.382	0.44	0.454	0.508		0.398			0.539		0.573	0.63									0.347	0.405											0.353	0.408					0.438		0.472	0.53									0.318	0.375		0.33					0.361		0.395	0.452									0.347	0.405
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	True	False	True	InnateDB	False	0.36							0.979		0.68	0.651	0.656	0.767		0.618	0.572	0.588	1.248	0.559	0.949	0.92	0.499	0.61					1.091		0.792	0.763							0.972		0.674	0.644																						0.576					1.057		0.759	0.729											0.827	0.938		0.789	0.744	0.76	1.419	0.73	1.121	1.091							0.998		0.7	0.67
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.38		1.024	0.485	0.47					1.164		0.457	1.211	0.673	0.658	0.453	0.536	0.442		1.351		0.458	1.212	0.674	0.659	0.454	0.537	0.443		1.352																																																				0.56	1.314	0.776	0.761	0.556	0.638	0.544	0.498	1.454		0.51	1.265	0.726	0.711	0.506	0.589	0.495	0.449	1.405	
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	MIF	TNFRSF14	True	False	True	I2D,IntAct	False	0.39																																					1.24		1.245	1.23	1.501	1.509	1.477	1.385	1.333	1.427	1.575	1.34	1.579	1.565	1.355	1.363	1.331	1.238	1.187	1.281	1.428	1.193	1.433	1.419											1.424	1.432	1.4	1.308	1.256	1.35	1.498	1.263	1.502	1.488	1.22	1.228	1.196				1.294		1.298	1.284										
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	LGALS9	CD47	True	False	True	InnateDB-All	False	0.41	0.351	0.406							0.401	0.381	0.62	0.675	0.451	0.499	0.466	0.438	0.488	0.431	0.67	0.65	0.464	0.518		0.342					0.513	0.493	0.345	0.399							0.394	0.374																					0.43	0.484							0.479	0.459											0.792	0.846	0.623	0.67	0.637	0.61	0.66	0.603	0.841	0.821	0.371	0.425							0.421	0.4
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	LGALS9	SLC1A5	True	False	True	I2D,InnateDB-All	False	0.44		0.346									0.41	0.615	0.435	0.436	0.421	0.424	0.407	0.403	0.42	0.403	0.253	0.458	0.278	0.279	0.264	0.267	0.251	0.246	0.263	0.246		0.339																													0.219	0.424	0.245	0.245	0.231	0.233	0.217	0.212	0.23	0.212											0.581	0.786	0.607	0.607	0.593	0.595	0.579	0.575	0.592	0.574		0.365		0.186						
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.48	1.729	1.64	1.7	1.812	1.646	1.633			1.633	1.642	1.775	1.686	1.746	1.858	1.692	1.679			1.679	1.688	1.667	1.578	1.638	1.75	1.584	1.571			1.571	1.58																															1.629	1.541	1.6	1.712	1.547	1.534			1.533	1.543											1.82	1.731	1.791	1.903	1.737	1.725			1.724	1.734	2.0	1.911	1.971	2.083	1.917	1.905			1.904	1.914
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.48												1.185	0.646	0.631		0.509			1.324		0.581	1.335	0.797	0.782	0.577	0.66	0.565	0.519	1.475		0.619	1.373	0.834	0.819	0.614	0.697	0.603	0.557	1.513			1.103	0.564	0.549					1.242			1.1	0.562	0.547					1.24													1.064	0.526	0.511					1.204		0.585	1.339	0.801	0.786	0.58	0.663	0.569	0.523	1.479			1.101	0.563	0.548					1.241	
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	curated	False	0.52	2.124	2.496	2.886	2.692	2.344	2.315		2.285	2.24		2.852	3.224	3.614	3.42	3.072	3.044		3.014	2.968		1.706	2.078	2.469	2.275	1.927	1.898		1.868	1.822													1.444	1.834	1.64																	1.556	1.928	2.318	2.124	1.776	1.747		1.717	1.672				1.685	1.49							2.54	2.912	3.302	3.108	2.76	2.731		2.702	2.656			1.651	2.041	1.847	1.499	1.471		1.441	1.395	
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	True	True	False	I2D,InnateDB-All	False	0.59	2.783	2.79	2.841	2.973	3.308	3.161	2.821	3.231	3.027	2.879	3.511	3.518	3.569	3.701	4.036	3.889	3.549	3.959	3.755	3.607	2.365	2.373	2.424	2.556	2.89	2.744	2.403	2.813	2.609	2.462															2.256	2.11		2.179													2.215	2.222	2.273	2.405	2.74	2.593	2.253	2.663	2.459	2.311					2.106						3.199	3.206	3.257	3.389	3.724	3.577	3.237	3.647	3.443	3.295				2.128	2.463	2.316		2.386	2.182	
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	0.61	2.145	2.239	2.202	2.307	2.164	2.263	2.14	2.148	2.271	2.156	2.873	2.967	2.93	3.035	2.892	2.991	2.869	2.877	2.999	2.884	1.728	1.822	1.785	1.889	1.747	1.846	1.723	1.731	1.854	1.738														1.255																	1.577	1.671	1.634	1.739	1.596	1.695	1.573	1.58	1.703	1.588											2.561	2.655	2.618	2.723	2.58	2.679	2.557	2.565	2.687	2.572	1.3	1.394	1.357	1.462	1.319	1.418	1.296	1.304	1.426	1.311
CPI-SS05550A895	WNT7A_FZD5	simple:O00755	simple:Q13467	WNT7A	FZD5	True	False	True	curated	False	1.6099999999999999																																																																																																				
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	WNT7A	LDLR	True	False	True	InnateDB-All	False	1.6099999999999999																																																																																																				
CPI-SS0BDA7A63E	NPBWR1_NPW	simple:P48145	simple:Q8N729	NPBWR1	NPW	True	True	False	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS00797FD15	EDA_EDA2R	simple:Q92838	simple:Q9HAV5	EDA	EDA2R	True	False	True	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS07B3139A0	NMU_NMUR2	simple:P48645	simple:Q9GZQ4	NMU	NMUR2	True	False	True	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	True	False	True	guidetopharmacology.org	False	1.6099999999999999																																																																																																				
